run_id,seed,offered_load_mbps,mobility_speed_mps,lifi_fov_deg,branch,CPE,FlowId,source_ip,destination_ip,source_port,destination_port,tx_packets,rx_packets,lost_packets,FlowMonitor_lostPackets,rx_bytes,first_tx_s,last_rx_s,duration_s,throughput_mbps,mean_delay_ms,mean_jitter_ms,FlowMonitor_reported_loss_ratio,mapping_status,interface_route_status
load10p0_speed0p5_fov40p0_seed1,1,10.0,0.5,40.0,WiFi80211ax,1,5,10.20.0.1,10.20.0.2,49153,5000,10376,2296,4210,4210,2415392,1.0,9.989058523,8.989058523,2.14962845670195,2395.412434521777,3.490844595642702,0.40574402467232074,MATCHED,PASS
load10p0_speed0p5_fov40p0_seed1,1,10.0,0.5,40.0,WiFi80211ax,2,6,10.20.0.1,10.20.0.3,49154,5001,10376,2480,4208,4208,2608960,1.0,9.994106536,8.994106536,2.320595149330128,2394.324070296774,3.258114964098427,0.4055512721665382,MATCHED,PASS
load10p0_speed0p5_fov40p0_seed1,1,10.0,0.5,40.0,WiFi80211ax,3,7,10.20.0.1,10.20.0.4,49155,5002,10376,2296,4210,4210,2415392,1.0,9.999199548,8.999199548,2.147206081711391,2451.350802551394,3.487979902832244,0.40574402467232074,MATCHED,PASS
load10p0_speed0p5_fov40p0_seed1,1,10.0,0.5,40.0,LiFi,1,8,10.30.0.1,10.30.0.2,49153,6000,10376,9795,0,0,10304340,1.0,9.49928433,8.49928433,9.699018976107133,0.08433,0.0,0.0,MATCHED,PASS
load10p0_speed0p5_fov40p0_seed1,1,10.0,0.5,40.0,LiFi,2,9,10.30.1.1,10.30.1.2,49154,6001,10376,10376,0,0,10915552,1.0,9.49928433,8.49928433,10.27432576784968,0.08432999999999999,0.0,0.0,MATCHED,PASS
load10p0_speed0p5_fov40p0_seed1,1,10.0,0.5,40.0,LiFi,3,10,10.30.2.1,10.30.2.2,49155,6002,10376,10376,0,0,10915552,1.0,9.49928433,8.49928433,10.27432576784968,0.08432999999999999,0.0,0.0,MATCHED,PASS
load10p0_speed0p5_fov40p0_seed1,1,10.0,0.5,40.0,NR,1,11,1.0.0.2,7.0.0.2,49153,4000,10376,10376,0,0,10915552,1.0,9.501849997,8.501849997,10.271225207550554,2.6026032914417883,0.23173072077108434,0.0,MATCHED,PASS
load10p0_speed0p5_fov40p0_seed1,1,10.0,0.5,40.0,NR,2,12,1.0.0.2,7.0.0.3,49154,4001,10376,10376,0,0,10915552,1.0,9.501778569,8.501778569,10.271311501620454,2.5321459363916734,0.23128322004819277,0.0,MATCHED,PASS
load10p0_speed0p5_fov40p0_seed1,1,10.0,0.5,40.0,NR,3,13,1.0.0.2,7.0.0.4,49155,4002,10376,10376,0,0,10915552,1.0,9.501707141,8.501707141,10.271397797140375,2.4616335100231304,0.23104225812048193,0.0,MATCHED,PASS
load10p0_speed0p5_fov40p0_seed2,2,10.0,0.5,40.0,WiFi80211ax,1,5,10.20.0.1,10.20.0.2,49153,5000,10376,2364,4203,4203,2486928,1.0,9.992037486,8.992037486,2.2125601712599448,2417.1823930122673,3.4792899538721964,0.4050693909020817,MATCHED,PASS
load10p0_speed0p5_fov40p0_seed2,2,10.0,0.5,40.0,WiFi80211ax,2,6,10.20.0.1,10.20.0.3,49154,5001,10376,2444,4205,4205,2571088,1.0,9.997058499,8.997058499,2.286158748693938,2443.968557861293,3.3295605374539496,0.4052621434078643,MATCHED,PASS
load10p0_speed0p5_fov40p0_seed2,2,10.0,0.5,40.0,WiFi80211ax,3,7,10.20.0.1,10.20.0.4,49155,5002,10376,2266,4208,4208,2383832,1.0,9.998847562,8.998847562,2.1192331427560633,2378.0941900909093,3.605169113907285,0.4055512721665382,MATCHED,PASS
load10p0_speed0p5_fov40p0_seed2,2,10.0,0.5,40.0,LiFi,1,8,10.30.0.1,10.30.0.2,49153,6000,10376,10376,0,0,10915552,1.0,9.49928433,8.49928433,10.27432576784968,0.08432999999999999,0.0,0.0,MATCHED,PASS
load10p0_speed0p5_fov40p0_seed2,2,10.0,0.5,40.0,LiFi,2,9,10.30.1.1,10.30.1.2,49154,6001,10376,10376,0,0,10915552,1.0,9.49928433,8.49928433,10.27432576784968,0.08432999999999999,0.0,0.0,MATCHED,PASS
load10p0_speed0p5_fov40p0_seed2,2,10.0,0.5,40.0,LiFi,3,10,10.30.2.1,10.30.2.2,49155,6002,10376,10376,0,0,10915552,1.0,9.49928433,8.49928433,10.27432576784968,0.08432999999999999,0.0,0.0,MATCHED,PASS
load10p0_speed0p5_fov40p0_seed2,2,10.0,0.5,40.0,NR,1,11,1.0.0.2,7.0.0.2,49153,4000,10376,10376,0,0,10915552,1.0,9.501849997,8.501849997,10.271225207550554,2.6026032914417883,0.23173072077108434,0.0,MATCHED,PASS
load10p0_speed0p5_fov40p0_seed2,2,10.0,0.5,40.0,NR,2,12,1.0.0.2,7.0.0.3,49154,4001,10376,10376,0,0,10915552,1.0,9.501778569,8.501778569,10.271311501620454,2.5321459363916734,0.23128322004819277,0.0,MATCHED,PASS
